fname,label
bacon_kesavRectrain_8.wav,bacon
bacon_kesavRectrain_9.wav,bacon
bacon_kesavRectrain_10.wav,bacon
bacon_kesavRectrain_11.wav,bacon
bacon_kesavRectrain_12.wav,bacon
bacon_kesavRectrain_13.wav,bacon
bacon_kesavRectrain_14.wav,bacon
bread_kesavRectrain_8.wav,bread
bread_kesavRectrain_9.wav,bread
bread_kesavRectrain_10.wav,bread
bread_kesavRectrain_11.wav,bread
bread_kesavRectrain_12.wav,bread
bread_kesavRectrain_13.wav,bread
bread_kesavRectrain_14.wav,bread
broccoli_kesavRectrain_8.wav,broccoli
broccoli_kesavRectrain_9.wav,broccoli
broccoli_kesavRectrain_10.wav,broccoli
broccoli_kesavRectrain_11.wav,broccoli
broccoli_kesavRectrain_12.wav,broccoli
broccoli_kesavRectrain_13.wav,broccoli
broccoli_kesavRectrain_14.wav,broccoli
chicken_kesavRectrain_8.wav,chicken
chicken_kesavRectrain_9.wav,chicken
chicken_kesavRectrain_10.wav,chicken
chicken_kesavRectrain_11.wav,chicken
chicken_kesavRectrain_12.wav,chicken
chicken_kesavRectrain_13.wav,chicken
chicken_kesavRectrain_14.wav,chicken
egg_kesavRectrain_8.wav,egg
egg_kesavRectrain_9.wav,egg
egg_kesavRectrain_10.wav,egg
egg_kesavRectrain_11.wav,egg
egg_kesavRectrain_12.wav,egg
egg_kesavRectrain_13.wav,egg
egg_kesavRectrain_14.wav,egg
milk_kesavRectrain_8.wav,milk
milk_kesavRectrain_9.wav,milk
milk_kesavRectrain_10.wav,milk
milk_kesavRectrain_11.wav,milk
milk_kesavRectrain_12.wav,milk
milk_kesavRectrain_13.wav,milk
milk_kesavRectrain_14.wav,milk
potato_kesavRectrain_8.wav,potato
potato_kesavRectrain_9.wav,potato
potato_kesavRectrain_10.wav,potato
potato_kesavRectrain_11.wav,potato
potato_kesavRectrain_12.wav,potato
potato_kesavRectrain_13.wav,potato
potato_kesavRectrain_14.wav,potato
salmon_kesavRectrain_8.wav,salmon
salmon_kesavRectrain_9.wav,salmon
salmon_kesavRectrain_10.wav,salmon
salmon_kesavRectrain_11.wav,salmon
salmon_kesavRectrain_12.wav,salmon
salmon_kesavRectrain_13.wav,salmon
salmon_kesavRectrain_14.wav,salmon
sausage_kesavRectrain_8.wav,sausage
sausage_kesavRectrain_9.wav,sausage
sausage_kesavRectrain_10.wav,sausage
sausage_kesavRectrain_11.wav,sausage
sausage_kesavRectrain_12.wav,sausage
sausage_kesavRectrain_13.wav,sausage
sausage_kesavRectrain_14.wav,sausage
yogurt_kesavRectrain_8.wav,yogurt
yogurt_kesavRectrain_9.wav,yogurt
yogurt_kesavRectrain_10.wav,yogurt
yogurt_kesavRectrain_11.wav,yogurt
yogurt_kesavRectrain_12.wav,yogurt
yogurt_kesavRectrain_13.wav,yogurt
yogurt_kesavRectrain_14.wav,yogurt
