fname,label
bacon_kesavRectrain_0.wav,bacon
bacon_kesavRectrain_1.wav,bacon
bacon_kesavRectrain_2.wav,bacon
bacon_kesavRectrain_3.wav,bacon
bacon_kesavRectrain_4.wav,bacon
bacon_kesavRectrain_5.wav,bacon
bacon_kesavRectrain_6.wav,bacon
bacon_kesavRectrain_7.wav,bacon
bread_kesavRectrain_0.wav,bread
bread_kesavRectrain_1.wav,bread
bread_kesavRectrain_2.wav,bread
bread_kesavRectrain_3.wav,bread
bread_kesavRectrain_4.wav,bread
bread_kesavRectrain_5.wav,bread
bread_kesavRectrain_6.wav,bread
bread_kesavRectrain_7.wav,bread
broccoli_kesavRectrain_0.wav,broccoli
broccoli_kesavRectrain_1.wav,broccoli
broccoli_kesavRectrain_2.wav,broccoli
broccoli_kesavRectrain_3.wav,broccoli
broccoli_kesavRectrain_4.wav,broccoli
broccoli_kesavRectrain_5.wav,broccoli
broccoli_kesavRectrain_6.wav,broccoli
broccoli_kesavRectrain_7.wav,broccoli
chicken_kesavRectrain_0.wav,chicken
chicken_kesavRectrain_1.wav,chicken
chicken_kesavRectrain_2.wav,chicken
chicken_kesavRectrain_3.wav,chicken
chicken_kesavRectrain_4.wav,chicken
chicken_kesavRectrain_5.wav,chicken
chicken_kesavRectrain_6.wav,chicken
chicken_kesavRectrain_7.wav,chicken
egg_kesavRectrain_0.wav,egg
egg_kesavRectrain_1.wav,egg
egg_kesavRectrain_2.wav,egg
egg_kesavRectrain_3.wav,egg
egg_kesavRectrain_4.wav,egg
egg_kesavRectrain_5.wav,egg
egg_kesavRectrain_6.wav,egg
egg_kesavRectrain_7.wav,egg
milk_kesavRectrain_0.wav,milk
milk_kesavRectrain_1.wav,milk
milk_kesavRectrain_2.wav,milk
milk_kesavRectrain_3.wav,milk
milk_kesavRectrain_4.wav,milk
milk_kesavRectrain_5.wav,milk
milk_kesavRectrain_6.wav,milk
milk_kesavRectrain_7.wav,milk
potato_kesavRectrain_0.wav,potato
potato_kesavRectrain_1.wav,potato
potato_kesavRectrain_2.wav,potato
potato_kesavRectrain_3.wav,potato
potato_kesavRectrain_4.wav,potato
potato_kesavRectrain_5.wav,potato
potato_kesavRectrain_6.wav,potato
potato_kesavRectrain_7.wav,potato
salmon_kesavRectrain_0.wav,salmon
salmon_kesavRectrain_1.wav,salmon
salmon_kesavRectrain_2.wav,salmon
salmon_kesavRectrain_3.wav,salmon
salmon_kesavRectrain_4.wav,salmon
salmon_kesavRectrain_5.wav,salmon
salmon_kesavRectrain_6.wav,salmon
salmon_kesavRectrain_7.wav,salmon
sausage_kesavRectrain_0.wav,sausage
sausage_kesavRectrain_1.wav,sausage
sausage_kesavRectrain_2.wav,sausage
sausage_kesavRectrain_3.wav,sausage
sausage_kesavRectrain_4.wav,sausage
sausage_kesavRectrain_5.wav,sausage
sausage_kesavRectrain_6.wav,sausage
sausage_kesavRectrain_7.wav,sausage
yogurt_kesavRectrain_0.wav,yogurt
yogurt_kesavRectrain_1.wav,yogurt
yogurt_kesavRectrain_2.wav,yogurt
yogurt_kesavRectrain_3.wav,yogurt
yogurt_kesavRectrain_4.wav,yogurt
yogurt_kesavRectrain_5.wav,yogurt
yogurt_kesavRectrain_6.wav,yogurt
yogurt_kesavRectrain_7.wav,yogurt


