fname,label
eight_kesavRectrain_0augmented_0.wav,eight
eight_kesavRectrain_0augmented_1.wav,eight
eight_kesavRectrain_0augmented_2.wav,eight
eight_kesavRectrain_0augmented_3.wav,eight
eight_kesavRectrain_0augmented_4.wav,eight
eight_kesavRectrain_0augmented_5.wav,eight
eight_kesavRectrain_0augmented_6.wav,eight
eight_kesavRectrain_0augmented_7.wav,eight
eight_kesavRectrain_0augmented_8.wav,eight
eight_kesavRectrain_0augmented_9.wav,eight
eight_kesavRectrain_0augmented_10.wav,eight
eight_kesavRectrain_0augmented_11.wav,eight
eight_kesavRectrain_0augmented_12.wav,eight
eight_kesavRectrain_0augmented_13.wav,eight
eight_kesavRectrain_0augmented_14.wav,eight
eight_kesavRectrain_0augmented_15.wav,eight
eight_kesavRectrain_0augmented_16.wav,eight
eight_kesavRectrain_0augmented_17.wav,eight
eight_kesavRectrain_0augmented_18.wav,eight
eight_kesavRectrain_0augmented_19.wav,eight
eight_kesavRectrain_0augmented_20.wav,eight
eight_kesavRectrain_0augmented_21.wav,eight
eight_kesavRectrain_0augmented_22.wav,eight
eight_kesavRectrain_0augmented_23.wav,eight
eight_kesavRectrain_0augmented_24.wav,eight
eight_kesavRectrain_1augmented_0.wav,eight
eight_kesavRectrain_1augmented_1.wav,eight
eight_kesavRectrain_1augmented_2.wav,eight
eight_kesavRectrain_1augmented_3.wav,eight
eight_kesavRectrain_1augmented_4.wav,eight
eight_kesavRectrain_1augmented_5.wav,eight
eight_kesavRectrain_1augmented_6.wav,eight
eight_kesavRectrain_1augmented_7.wav,eight
eight_kesavRectrain_1augmented_8.wav,eight
eight_kesavRectrain_1augmented_9.wav,eight
eight_kesavRectrain_1augmented_10.wav,eight
eight_kesavRectrain_1augmented_11.wav,eight
eight_kesavRectrain_1augmented_12.wav,eight
eight_kesavRectrain_1augmented_13.wav,eight
eight_kesavRectrain_1augmented_14.wav,eight
eight_kesavRectrain_1augmented_15.wav,eight
eight_kesavRectrain_1augmented_16.wav,eight
eight_kesavRectrain_1augmented_17.wav,eight
eight_kesavRectrain_1augmented_18.wav,eight
eight_kesavRectrain_1augmented_19.wav,eight
eight_kesavRectrain_1augmented_20.wav,eight
eight_kesavRectrain_1augmented_21.wav,eight
eight_kesavRectrain_1augmented_22.wav,eight
eight_kesavRectrain_1augmented_23.wav,eight
eight_kesavRectrain_1augmented_24.wav,eight
eight_kesavRectrain_2augmented_0.wav,eight
eight_kesavRectrain_2augmented_1.wav,eight
eight_kesavRectrain_2augmented_2.wav,eight
eight_kesavRectrain_2augmented_3.wav,eight
